# Searching for station nr 11518 in v2.temperature.inv
# PRAHA/RUZYNE        CZECH     (CZECH REPUBLIC)
# coordinates:  50.10N,   14.30E,  380m
# WMO station code: 11518 PRAHA/RUZYNE                  
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Wed Oct  3 21:39:03 MEST 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: PRAHA/RUZYNE
# station_country :: CZECH REPUBLIC
# station_code :: 11518
# latitude ::   50.10 degrees_north
# longitude ::   14.30 degrees_east
# elevation ::      380 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=11518
# prcp from v2.prcp [mm/month]
 1805   27.3   26.3    6.5   32.7   47.3   39.5   81.7   58.9   19.3   27.8    4.7   14.0
 1806   21.0   32.3   38.9   18.9   33.7   40.4   62.7   63.6   60.7   13.9   24.5    5.6
 1807    4.9    7.5    7.3   22.4   47.3   76.1   69.3   53.2   81.0   28.7   23.7   20.3
 1808    2.1    6.8    1.6   19.8   28.2  170.1   26.6   38.9   92.9   22.6   15.0   14.7
 1809   24.5   13.5    1.6   64.5   15.5   34.8   75.0   18.0   41.4   12.2   19.8   11.9
 1810   14.0   18.8   30.8   18.1   78.3   34.8   65.5   37.0    8.3    5.2   37.9   29.4
 1811   17.5   12.0   14.6   30.1   35.5   51.7   54.1   74.1   45.1   45.2   26.1   32.9
 1812   10.5   12.0   49.4   25.8   71.0   81.8   94.0   48.4    9.2   40.0   57.7   13.3
 1813    3.5    3.0   25.9   22.4   52.8   32.0   42.7   82.6   44.2   47.0   15.8   16.8
 1814   32.2    6.0   37.3   36.1   13.6   86.5   38.9   80.7   38.6    8.7   25.3   28.7
 1815   28.0    4.5   19.4   10.3   27.3  151.3   95.0  112.1    8.3   16.5   11.8   13.3
 1816    7.7   15.8   23.5    3.4   54.6  122.2   55.1   62.7   50.6   10.4   20.5    9.1
 1817    9.8   19.5   32.4   23.2  123.8   75.2   52.2   65.5   34.0   31.3   26.1    4.2
 1818   11.2    9.8   10.5   31.0   69.2   28.2   46.5   76.0   60.7    9.6   20.5    8.4
 1819    9.1   23.3   17.0   41.3   32.8   54.5   56.0  114.9   34.0   27.8   19.0   23.1
 1820    9.1    5.3   54.3   20.6   92.8   52.6   39.9   19.0    9.2   13.0   19.0    8.4
 1821   18.9    3.8   13.8   41.3   37.3   62.0   89.3   97.8   35.9   15.7   19.0   21.7
 1822   14.0    3.0   24.3    8.6   37.3   18.8   66.5   95.0   82.8    5.2   14.2    2.1
 1823   16.1   26.3    6.5   24.9   23.7   96.8   84.5   47.5   17.5   17.4   19.0   13.3
 1824    7.7    6.8   12.1   55.9   51.9  120.3   62.7   32.3   34.0   30.4   26.9   18.9
 1825    9.8    4.5   13.8   13.8   79.2   35.7   16.1   57.9   11.0   30.4   26.1    7.0
 1826    4.9   21.8   17.0   38.7   54.6   33.8   36.1   13.3   19.3   21.8   21.3   27.3
 1827   34.3   20.3   31.6   37.8   31.8  103.4    5.7   82.6   16.6   25.2   30.8   19.6
 1828   39.9   35.3   60.8   37.0   44.6   52.6   70.3  131.1   16.6   33.1   18.2   27.3
 1829   33.6   12.8    6.5   72.2   79.2  144.8   72.2   42.7   42.3    9.6   19.0   23.1
 1830    7.0   12.8   21.9   60.2   41.9   68.6   68.4   66.5   52.4   15.7   24.5   14.0
 1831   18.2    9.8   35.6   74.8   42.8   41.4  127.3   73.1   77.3    4.3   37.9   12.6
 1832   22.4    0.8   10.5    8.6   32.8   63.9   53.2   29.4   13.8    5.2   45.0   28.7
 1833    4.2   12.8   21.1   53.3   15.5   74.3  128.2   98.8   84.6    6.1   14.2   63.7
 1834   24.5    3.8   22.7    6.0   20.9   66.7   58.9   46.5   21.2   24.4    4.7    3.5
 1835   11.2    8.3   31.6   18.9   34.6   43.2   26.6   62.7   33.1   28.7    7.1    7.0
 1836   16.1   17.3   24.3   67.9   76.4   92.1    6.6   43.7   65.3    7.8   46.6   23.8
 1837   21.0   10.5   21.9   21.5  104.6   38.5  100.7   24.7   83.7   23.5   54.5   46.2
 1838   30.1    9.0   43.7   55.0   43.7  103.4   41.8   31.3   30.4   36.5   39.5    4.9
 1839   44.8   18.0   17.8   31.0   92.8   44.2  109.2   15.2   10.1   13.9   26.9 -999.9
 1840   32.0   12.6   24.6    2.3   31.9   71.6   78.9   42.8   63.9   30.8   31.0   15.0
 1841   52.0    8.4    6.7   43.7   41.1  160.0   61.8   59.7   31.9   30.8   22.7   23.0
 1842   15.0    5.2   49.2    9.2   17.1   51.5   24.0    6.8   39.9   18.7   37.2    7.0
 1843   31.0   10.5   14.5   44.8   37.7  135.4  106.4   24.8   20.5   45.1   24.8   19.0
 1844   27.0   19.9   31.3   19.5  171.1   31.3  125.8   73.3   77.6   45.1   47.6    2.0
 1845   27.0   25.2   48.1   55.2   97.0   31.3   68.6   41.7   52.5    3.3   12.4   31.0
 1846   35.0   28.3   26.9   29.9   49.1   50.4   82.4   56.3   45.6   41.8   19.6   57.0
 1847   18.0   31.5   14.5   46.0   70.7  135.4  100.7  107.1   62.8   49.5   12.4   11.0
 1848    8.0   45.1   23.5   56.3   37.7   58.2   73.2   40.6   47.9   31.9   54.8    4.0
 1849   30.0   16.8   36.9   66.6   77.6   79.4   20.6   37.2   17.1   50.6   15.5   22.0
 1850   20.0   38.8   10.1   29.9   92.4   91.8   64.1   73.3   12.6   83.7   29.0   15.0
 1851   25.0   10.5   22.4   44.8   38.8   43.6   57.2   76.6   83.3   27.5   88.9   10.0
 1852   19.0   29.4    9.0   19.5   52.5   83.9   14.9   96.9   27.4   11.0   33.1    8.0
 1853   38.0   34.6   21.3   80.4   49.1  125.3   45.8   28.2   51.3   22.0   22.7   16.0
 1854   10.0   26.2   11.2   41.4   37.7   89.5   43.5  110.4   16.0   24.2   32.1   25.0
 1855   21.0   39.9   32.5   17.2   77.6   83.9   51.5   78.9   16.0   37.4   14.5    7.0
 1856   27.0   34.6   11.2   24.1   97.0   73.9   41.2  101.4   13.7    0.0   37.2   13.0
 1857   17.0    2.1   23.5   43.7   35.4   15.7   82.4   98.0   47.9    6.6   36.2    4.0
 1858    7.0    9.4    7.8   16.1   76.4   35.8  112.1   74.4   12.6   30.8   40.3   12.0
 1859    8.0    9.4   31.3   31.0   98.1   69.4   32.0   64.2   89.0   42.9   21.7   30.0
 1860   27.0   27.3   35.8   29.9   45.6   62.7  149.9   42.8   81.0   37.4   20.7   20.0
 1861   16.0    5.2   43.6    6.9   28.5  116.4   61.8   67.6   62.8   17.6   24.8   13.0
 1862   50.0   47.2   26.9   14.9   73.0   79.4   66.4   44.0   25.1   37.4   19.6   28.0
 1863    8.0   13.6   44.8   12.6   24.0   69.4   22.9   76.6   27.4   11.0   18.6   19.0
 1864    4.0    5.2   12.3   20.7   30.8   41.4   50.3   31.6   83.3   13.2    6.2    4.0
 1865   25.0   28.3   49.2    4.6   42.2   40.3   68.6   58.6    5.7   26.4   18.6    1.0
 1866    7.0   34.6   39.2   27.6   47.9   89.5   97.2   56.3   38.8    0.0   23.8   37.0
 1867   44.0   31.5   59.3   48.3   75.3   26.9   51.5   54.1   11.4   45.1   21.7   33.0
 1868   31.0   21.0   35.8   70.1    4.6   47.0   21.7   16.9    8.0   47.3   69.3   38.0
 1869   13.0   42.0   52.6   44.8   29.7   78.3   21.7   46.2    9.1   23.1   49.6   38.0
 1870   20.0    4.2   41.4   28.7   16.0   52.6   19.4  116.1   21.7   28.6    4.1   76.0
 1871   22.0   23.1   10.1   56.3    5.7   95.1   67.5   14.7   27.4   28.6   34.1    5.0
 1872   16.0   19.9   11.2   71.2  103.8   59.3   26.3   33.8    5.7   18.7   48.6   21.0
 1873    4.0   39.9   23.5   18.4   38.8  126.4   38.9   84.5   20.5   28.6    8.3    8.0
 1874   18.0    2.1   22.4   81.6   47.9   50.4   38.9   27.0   19.4    8.8   13.4   50.0
 1875   32.0   16.8   16.8   11.5   45.6  113.0   98.4   46.2   14.8   90.3   64.1   32.0
 1876   15.0   49.3   36.9   23.0   30.8   69.4   30.9   28.2   76.4    7.7   46.5   38.0
 1877   55.0   45.1   36.9   13.8   29.7   16.8   89.2   83.4   52.5   13.2    8.3   31.0
 1878   22.0   15.7   48.1   41.4   62.8   33.6   35.5   67.6   20.5   34.1   25.9   15.0
 1879   20.0   43.0   17.9   46.0   69.6  115.3   54.9   50.7   43.4   18.7   40.3   17.0
 1880    9.0   16.8   31.3   54.0  111.8   42.5  104.1  125.1   33.1   61.7   16.5   45.0
 1881    2.0   10.5   62.7   33.3  111.8   90.6   68.6   65.4   70.7   27.5    8.3    9.0
 1882    8.0    5.2   12.3   52.9  111.8   49.2  109.8   89.0   35.4   57.3   58.9   52.0
