# Searching for station nr 16714 in v2.temperature.inv
# ATHENS (NAT.OBS.)   GREECE    (GREECE)
# coordinates:  38.00N,   23.70E,  107m
# WMO station code: 16714 ATHENS_(NAT.OBS.)             
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Wed Oct  3 21:39:03 MEST 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: ATHENS_(NAT.OBS.)
# station_country :: GREECE
# station_code :: 16714
# latitude ::   38.00 degrees_north
# longitude ::   23.70 degrees_east
# elevation ::      107 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=16714
# prcp from v2.prcp [mm/month]
 1858   36.0   40.0   30.0    2.0    7.5   17.0   27.0   25.0   16.0   25.0   41.0   26.0
 1859   32.3   56.6   18.5 -999.9 -999.9 -999.9 -999.9    6.8    2.3    5.4   75.1   72.4
 1860   37.7   90.9   41.5   14.7   11.7   10.1   17.8    0.0    2.0   25.3   67.9   64.5
 1861   14.4    1.3   34.8   10.7   76.0   21.0    1.7    9.9    1.7   52.8    3.5   90.5
 1862   43.9   16.6   10.0    3.2    6.1   43.6    2.6    0.0    6.6    0.0  102.9    9.1
 1863   27.3    2.6   74.0    8.6    1.8   13.9    0.0    0.1    5.4    6.0   68.7   74.4
 1864   75.6   74.9   13.7   11.8   57.0   11.2    0.0    0.0   52.7  140.8  241.0   41.5
 1865   45.3  110.3   44.3   10.7    0.6    0.7 -999.9    4.2    5.6   35.5   50.7   13.0
 1866   21.7   24.9   23.3    1.9   19.7    3.2    0.0    0.0   31.8   22.6  135.6   79.6
 1867   31.1    2.6   24.1   17.6    3.5   22.1    3.6    0.8    0.5   74.0   54.8  101.9
 1868   72.5    8.2   78.7   16.3   29.5    3.9    1.5    0.2    6.1   69.7  113.3   24.0
 1869   48.5   16.6   69.3   44.7   28.5   12.3    2.7   19.4   28.7   13.6   29.0   66.3
 1870   59.1   32.0   51.6   64.2    6.3    0.1    0.0   29.3   30.7   28.8   25.0   80.7
 1871  110.8   27.5   26.2   21.6   19.9    3.1    0.0    0.1    7.5  183.7  111.3   67.3
 1872  124.9   15.4    9.1   18.0    1.7   42.4    1.1    6.6    0.0   26.0  113.8   79.2
 1873    5.7   37.7   51.1   17.2   77.8    6.1    1.7    4.3   17.7   49.9   28.7   42.4
 1874   51.6   32.5   32.4   19.4   50.2    0.0    0.0    0.1    4.7   64.7   74.1  102.5
 1875   34.0   97.7   75.0   31.5   48.3    8.0    4.8    0.0   56.2   42.3   69.9   51.1
 1876    2.4    7.5    5.5   11.6   15.0    6.3   11.1    9.2    0.0   35.8   95.2   12.3
 1877   11.7   27.5   37.5    7.0   32.9   19.7    4.6   33.6   13.8  163.6   87.5   48.6
 1878   38.3   34.4   33.6   10.2    6.5    7.5   13.8    4.4   19.5    1.7   63.1  123.0
 1879  139.8   29.8   28.3   24.1    8.5    0.0    0.0    0.0   15.7   63.0   60.6   46.9
 1880   30.2   25.3   33.1   27.6   11.7    8.9    1.2   62.9   39.6   16.8   27.7   35.8
 1881   90.8   93.5   41.1    3.7   17.8    0.2   35.2    0.0    8.6    7.3   19.6  197.0
 1882   76.0   28.4   66.5   34.8   15.4    4.6    4.6 -999.9    0.0   14.0   14.4   63.9
 1883   93.7   52.2   85.7   61.2   26.3   11.3    1.8   53.5    3.5  210.8  115.4  131.1
 1884   60.7   15.8   17.0   28.0   21.7    8.2   15.4   37.4    2.9    4.7   96.2   51.6
 1885  112.3   66.5   86.3   15.4    6.9   28.5 -999.9    0.0    3.1   46.2  254.2   50.7
 1886  165.9   77.7   61.9   39.5   33.6    3.7    6.8   23.2    0.0   10.9   34.6   64.1
 1887   24.8   17.9    6.5   53.7    0.0   15.0    0.0    0.5   13.3   58.3  131.4   44.5
 1888   33.4   42.4   14.9   10.1   60.6    0.0    0.0    9.2   15.2   43.6   50.4   22.6
 1889   80.3   39.1   65.0    4.2   22.9   49.0   29.7    0.3    5.3   21.6   50.3   57.8
 1890    4.5   45.8   18.2   23.6   12.7    8.7    0.0    0.0   44.7   27.0   90.8  102.7
 1891   55.3   16.9   10.3   19.6    1.0    0.0    7.8    0.0    2.1   24.6   26.9   41.7
 1892   32.5   44.3   22.3   33.0   11.6   15.6    0.3    0.0    6.6    4.3   43.6   34.4
 1893   86.0   32.8   26.3   33.4    9.2    1.7    0.0    3.9   11.6   21.6   43.2  147.2
 1894   75.5    5.1    7.1   47.2    8.1    0.5    0.7    0.0    8.0   33.1   74.1   96.2
 1895   35.8   78.2   54.9   12.9    9.2    5.2   15.9    0.0    4.9   35.4   16.3   68.8
 1896   65.0   13.6    4.7   35.1    4.5    1.6    4.7    0.0   57.1   13.0  172.9   52.3
 1897   64.7    6.1    9.9    9.9   23.0  101.7    1.7   15.6   23.5   79.3    8.0   36.3
 1898    7.3   23.8   23.6    2.0   10.7    0.5    0.0    0.0    0.0   24.7    1.5   21.6
 1899   47.4   22.4    8.2   29.8    7.9    5.7    7.1    2.8   26.2   27.1  200.8   30.4
 1900   70.4   58.1   23.6   22.7   20.9   44.1    2.3    0.0    0.0    8.3   37.9   71.1
 1901   30.2   49.1    7.5   11.8   20.2 -999.9    1.9   13.1   15.0   46.0   86.7   34.8
 1902   14.9   29.7   39.5    1.2    8.1    2.2    0.0    5.8    0.1  101.0   50.2   44.2
 1903    4.9   43.5   41.1   13.2   21.5    9.1   10.3    0.0    0.0   10.7   26.3  138.1
 1904  127.7   22.8   16.5   12.7   34.5    8.0    0.4    0.0   16.5   61.1   45.8   57.5
 1905  116.9   55.0   84.3    2.9    2.9   11.6    2.4    0.0    0.0   90.7   26.4   11.1
 1906   32.7   28.3   24.7   56.6   75.7   19.2 -999.9   35.3    2.5   50.0   56.4   54.7
